Date,Billing Period Start,Billing Period End,Payment Duration,Shop Name,Shop Domain,Shop Email,Shop Country,Details,Charge Type,Partner Sale,Shopify Fee,Partner Share,Charge ID
2020-11-06 18:30:08 UTC,2020-10-30 00:00:00 UTC,2020-11-29 00:00:00 UTC,"November  1, 2020 - November 15, 2020",Wholesale Direct by Reconext,maxbackbiz.myshopify.com,customerservice@cloverwireless.com,US,In Cart Upsell - Beginner plan: 2020-10-30 - 2020-11-29,App sale – 30-day subscription,19.0,3.8,15.2,gid://shopify/AppSubscription/12477300835
2020-11-06 16:25:53 UTC,2020-09-18 00:00:00 UTC,2020-10-18 00:00:00 UTC,"November  1, 2020 - November 15, 2020",ByeBye19.com,and-everythingnice.myshopify.com,hartley.starkman@gmail.com,CA,In Cart Upsell - Beginner plan: 2020-09-18 - 2020-10-18,App sale – 30-day subscription,14.0,2.8,11.2,gid://shopify/AppSubscription/4801790045
2020-11-06 16:02:38 UTC,,,"November  1, 2020 - November 15, 2020",ScaryLand™ - Official Store,scaryland-official-store.myshopify.com,scarylandstore@gmail.com,IT,Basic Shopify plan,App sale – usage,19.99,4.0,15.99,gid://shopify/AppUsageRecord/44804905
2020-11-06 15:51:53 UTC,2020-11-06 00:00:00 UTC,2020-12-06 00:00:00 UTC,"November  1, 2020 - November 15, 2020",SupportBlackColleges,supportblackcollege.myshopify.com,Contact@supportblackcolleges.org,US,In Cart Upsell - Beginner plan,App sale – 30-day subscription,14.0,2.8,11.2,gid://shopify/AppSubscription/5226168363
2020-11-06 14:36:05 UTC,2020-10-21 00:00:00 UTC,2020-11-20 00:00:00 UTC,"November  1, 2020 - November 15, 2020",lovely-beauty.de ,lovely-beauty-de.myshopify.com,management@se-products.de,DE,In Cart Upsell - Beginner plan: 2020-10-21 - 2020-11-20,App sale – 30-day subscription,19.0,3.8,15.2,gid://shopify/AppSubscription/14292189322
2020-11-06 11:40:01 UTC,,,"November  1, 2020 - November 15, 2020",Styled in mink,styled-in-mink.myshopify.com,info@styledinmink.com,US,Basic Shopify plan,App refund,-19.99,-4.0,-15.99,
2020-11-06 10:31:49 UTC,2020-10-10 00:00:00 UTC,2020-11-09 00:00:00 UTC,"November  1, 2020 - November 15, 2020",Alkaline Herb Shop,alkaline-vegan-headquarters.myshopify.com,alkalinevegannews@gmail.com,US,In Cart Upsell - Beginner plan: 2020-10-10 - 2020-11-09,App sale – 30-day subscription,14.0,2.8,11.2,gid://shopify/AppSubscription/10370777175
2020-11-06 10:30:08 UTC,,,"November  1, 2020 - November 15, 2020",Hedley & Bennett,hedleyandbennett.myshopify.com,corey@hedleyb.com,US,Shopify Plus plan,App sale – usage,99.99,20.0,79.99,gid://shopify/AppUsageRecord/45056867
2020-11-06 09:46:19 UTC,2020-10-23 00:00:00 UTC,2020-11-22 00:00:00 UTC,"November  1, 2020 - November 15, 2020",Yummi Candles Canada ,yummicandles2-ca.myshopify.com,ankit@neo-image.com,CA,In Cart Upsell - Professional plan: 2020-10-23 - 2020-11-22,App sale – 30-day subscription,39.0,7.8,31.2,gid://shopify/AppSubscription/11615404102
2020-11-06 09:45:29 UTC,,,"November  1, 2020 - November 15, 2020",Locks Lash Australia ,complete-salon-house.myshopify.com,derik@lockslash.com.au,AU,Shopify Plus plan,App sale – usage,99.99,20.0,79.99,gid://shopify/AppUsageRecord/44264583
2020-11-06 09:45:24 UTC,2020-10-15 00:00:00 UTC,2020-11-14 00:00:00 UTC,"November  1, 2020 - November 15, 2020",Yes We Vibe,onemilllionmonth.myshopify.com,sales@yeswevibe.com,US,In Cart Upsell - Professional plan: 2020-10-15 - 2020-11-14,App sale – 30-day subscription,39.0,7.8,31.2,gid://shopify/AppSubscription/7506290
2020-11-06 08:45:39 UTC,,,"November  1, 2020 - November 15, 2020",Kabukia,kabukia.myshopify.com,kabukiafrance@gmail.com,FR,Basic Shopify plan,App sale – usage,19.99,4.0,15.99,gid://shopify/AppUsageRecord/47257305
2020-11-06 08:36:21 UTC,,,"November  1, 2020 - November 15, 2020",Curlcap,curlcap.myshopify.com,admin@curlcap.com,US,Basic Shopify plan,App sale – usage,19.99,4.0,15.99,gid://shopify/AppUsageRecord/44098141
2020-11-06 08:36:21 UTC,,,"November  1, 2020 - November 15, 2020",Fiole,sgbrands.myshopify.com,josh.carter@sgbrands.co.uk,GB,Basic Shopify plan,App sale – usage,19.99,4.0,15.99,gid://shopify/AppUsageRecord/47385209
2020-11-06 08:36:20 UTC,,,"November  1, 2020 - November 15, 2020",deluxecure,deluxrapy.myshopify.com,deluxecure@gmail.com,NP,Basic Shopify plan,App sale – usage,19.99,4.0,15.99,gid://shopify/AppUsageRecord/46066819
2020-11-06 08:35:02 UTC,,,"November  1, 2020 - November 15, 2020",Oasis At Home,oasis-at-home.myshopify.com,oasisathome@outlook.com,AU,Basic Shopify plan,App sale – usage,19.99,4.0,15.99,gid://shopify/AppUsageRecord/45196685
2020-11-06 08:23:49 UTC,,,"November  1, 2020 - November 15, 2020",EcodenFr,ecodenfr.myshopify.com,ecodenfr@gmail.com,SG,Basic Shopify plan,App sale – usage,19.99,4.0,15.99,gid://shopify/AppUsageRecord/44919715
2020-11-06 08:23:47 UTC,,,"November  1, 2020 - November 15, 2020",Paw - Deal,market-goat.myshopify.com,support@paw-deal.com,GB,Basic Shopify plan,App sale – usage,19.99,4.0,15.99,gid://shopify/AppUsageRecord/45056963
2020-11-06 08:23:45 UTC,,,"November  1, 2020 - November 15, 2020",Hey to Buy,imufeyer.myshopify.com,support@heytobuy.com,CN,Basic Shopify plan,App sale – usage,19.99,4.0,15.99,gid://shopify/AppUsageRecord/46066795
2020-11-06 08:23:44 UTC,,,"November  1, 2020 - November 15, 2020",All The Pretty 5 Dollar Bling,queens-5-bling.myshopify.com,info@allthepretty5dollarbling.com,US,Basic Shopify plan,App sale – usage,19.99,4.0,15.99,gid://shopify/AppUsageRecord/45813745
2020-11-06 08:23:44 UTC,,,"November  1, 2020 - November 15, 2020",Layne & Christopher,layne-christopher.myshopify.com,layneandchristopher@gmail.com,US,Basic Shopify plan,App sale – usage,19.99,4.0,15.99,gid://shopify/AppUsageRecord/44804537
2020-11-06 08:23:42 UTC,,,"November  1, 2020 - November 15, 2020",Iconicz.de,icrowns-de.myshopify.com,kundenservice@iconicz.de,DE,Basic Shopify plan,App sale – usage,19.99,4.0,15.99,gid://shopify/AppUsageRecord/45333497
2020-11-06 08:23:39 UTC,,,"November  1, 2020 - November 15, 2020",Anarchy Lift Wear,anarchy-lift-wear.myshopify.com,anarchyliftwear@gmail.com,AU,Shopify plan,App sale – usage,29.99,6.0,23.99,gid://shopify/AppUsageRecord/46197579
2020-11-06 08:23:39 UTC,,,"November  1, 2020 - November 15, 2020",MusclesBuddy,musclesbuddy.myshopify.com,musclesbuddy@gmail.com,SG,Basic Shopify plan,App sale – usage,19.99,4.0,15.99,gid://shopify/AppUsageRecord/46538739
2020-11-06 08:23:38 UTC,,,"November  1, 2020 - November 15, 2020",Peak Riding Co.,peak-riding-co.myshopify.com,peakridingco@gmail.com,AU,Basic Shopify plan,App sale – usage,19.99,4.0,15.99,gid://shopify/AppUsageRecord/46538681
2020-11-06 08:23:26 UTC,,,"November  1, 2020 - November 15, 2020",The Sanitiser Station Co.,the-sanitiser-station-co.myshopify.com,info@sanitiserstation.co.uk,GB,Shopify plan,App sale – usage,29.99,6.0,23.99,gid://shopify/AppUsageRecord/45057021
2020-11-06 08:23:23 UTC,,,"November  1, 2020 - November 15, 2020",The Fox and Willow Takeaway,the-fox-and-willow-takeaway.myshopify.com,laurenjlow@hotmail.com,GB,Basic Shopify plan,App sale – usage,19.99,4.0,15.99,gid://shopify/AppUsageRecord/44557107
2020-11-06 08:23:18 UTC,,,"November  1, 2020 - November 15, 2020",TYCHI,tychi-games.myshopify.com,tychigames@hotmail.com,NL,Basic Shopify plan,App sale – usage,19.99,4.0,15.99,gid://shopify/AppUsageRecord/45561585
2020-11-06 08:21:51 UTC,,,"November  1, 2020 - November 15, 2020",Staging_PieterPot,staging-pieterpot.myshopify.com,martijn@pieter-pot.nl,NL,Basic Shopify plan,App sale – usage,19.99,4.0,15.99,gid://shopify/AppUsageRecord/45937251
2020-11-06 08:14:44 UTC,,,"November  1, 2020 - November 15, 2020",oxoshop.eu,oxoshop-eu.myshopify.com,marian@oxobubbletea.hu,CZ,Advanced Shopify plan,App sale – usage,59.99,12.0,47.99,gid://shopify/AppUsageRecord/44919691
2020-11-06 08:14:19 UTC,2020-11-05 00:00:00 UTC,2020-12-05 00:00:00 UTC,"November  1, 2020 - November 15, 2020",Vytaliving,vytaliving.myshopify.com,neil@1hutch.co.uk,GB,In Cart Upsell - Beginner plan,App sale – 30-day subscription,14.0,2.8,11.2,gid://shopify/AppSubscription/10805149784
2020-11-06 08:14:18 UTC,2020-10-24 00:00:00 UTC,2020-11-23 00:00:00 UTC,"November  1, 2020 - November 15, 2020",Global Product,globalproduct-uk.myshopify.com,neil@1hutch.co.uk,GB,In Cart Upsell - Beginner plan: 2020-10-24 - 2020-11-23,App sale – 30-day subscription,14.0,2.8,11.2,gid://shopify/AppSubscription/7998898276
2020-11-06 08:14:17 UTC,2020-10-06 00:00:00 UTC,2020-11-05 00:00:00 UTC,"November  1, 2020 - November 15, 2020",Vytaliving,vytaliving.myshopify.com,neil@1hutch.co.uk,GB,In Cart Upsell - Beginner plan: 2020-10-06 - 2020-11-05,App sale – 30-day subscription,14.0,2.8,11.2,gid://shopify/AppSubscription/10805149784
2020-11-06 08:12:31 UTC,,,"November  1, 2020 - November 15, 2020",TCDESIGNS BRANDING,tcdesignsworldwide.myshopify.com,hello.tcdesigns@gmail.com,AU,Basic Shopify plan,App sale – usage,19.99,4.0,15.99,gid://shopify/AppUsageRecord/46197465
2020-11-06 08:11:59 UTC,,,"November  1, 2020 - November 15, 2020",LUX SPORT ,lv2lftgymwear.myshopify.com,info@luxsport.co.uk,GB,Basic Shopify plan,App sale – usage,19.99,4.0,15.99,gid://shopify/AppUsageRecord/45456965
2020-11-06 08:11:31 UTC,,,"November  1, 2020 - November 15, 2020",Raw Boutique,raw-boutique-shop.myshopify.com,annalisse@raw-boutique.com,US,Basic Shopify plan,App sale – usage,19.99,4.0,15.99,gid://shopify/AppUsageRecord/45562339
2020-11-06 08:10:33 UTC,,,"November  1, 2020 - November 15, 2020",FITIGO,fitigo.myshopify.com,contact@fitigo.com,FR,Advanced Shopify plan,App sale – usage,59.99,12.0,47.99,gid://shopify/AppUsageRecord/45561935
2020-11-06 08:10:07 UTC,,,"November  1, 2020 - November 15, 2020",LastObject,lastswab.myshopify.com,nicolas@lastobject.com,US,Shopify Plus plan,App sale – usage,99.99,20.0,79.99,gid://shopify/AppUsageRecord/45813841
2020-11-06 08:10:06 UTC,,,"November  1, 2020 - November 15, 2020",UNCOATED 247,uncoated-247.myshopify.com,winkie@blankcorp.tw,HK,Shopify plan,App sale – usage,29.99,6.0,23.99,gid://shopify/AppUsageRecord/44919879
2020-11-06 08:09:20 UTC,2020-11-03 00:00:00 UTC,2020-12-03 00:00:00 UTC,"November  1, 2020 - November 15, 2020",LavieLabs Cosmetics,store-lavielabs.myshopify.com,elad@lavielabs.com,US,In Cart Upsell - Professional plan: 2020-11-03 - 2020-12-03,App sale – 30-day subscription,39.0,7.8,31.2,gid://shopify/AppSubscription/8488747094
2020-11-06 08:09:17 UTC,,,"November  1, 2020 - November 15, 2020",Paradiso and Rasamayi,paradiso-and-rasamayi.myshopify.com,Paradiso@5thelementmusic.com,US,Basic Shopify plan,App sale – usage,19.99,4.0,15.99,gid://shopify/AppUsageRecord/47151711
2020-11-06 08:09:12 UTC,2020-10-09 00:00:00 UTC,2020-11-08 00:00:00 UTC,"November  1, 2020 - November 15, 2020",Ágata Market,agata-market.myshopify.com,samantafluture@gmail.com,BR,In Cart Upsell - Beginner plan: 2020-10-09 - 2020-11-08,App sale – 30-day subscription,19.0,3.8,15.2,gid://shopify/AppSubscription/13834485899
2020-11-06 08:09:10 UTC,,,"November  1, 2020 - November 15, 2020",Special Force Shop,bulldog-militaire.myshopify.com,lfl.shop18@gmail.com,FR,Shopify plan,App sale – usage,29.99,6.0,23.99,gid://shopify/AppUsageRecord/47151595
2020-11-06 08:09:08 UTC,,,"November  1, 2020 - November 15, 2020",MyPostcard & Postcards To Voters,postcards-to-voters.myshopify.com,Felix@mypostcard.com,US,Shopify plan,App sale – usage,29.99,6.0,23.99,gid://shopify/AppUsageRecord/47767687
2020-11-06 08:08:07 UTC,2020-10-09 00:00:00 UTC,2020-11-08 00:00:00 UTC,"November  1, 2020 - November 15, 2020",Lil Mixins,lil-mixins.myshopify.com,hello@lilmixins.com,US,In Cart Upsell - Beginner plan: 2020-10-09 - 2020-11-08,App sale – 30-day subscription,14.0,2.8,11.2,gid://shopify/AppSubscription/11506876481
2020-11-06 08:07:02 UTC,2020-10-18 00:00:00 UTC,2020-11-17 00:00:00 UTC,"November  1, 2020 - November 15, 2020",derrickjaxn.com,derrickjaxn.myshopify.com,support@shopderrickjaxn.zendesk.com,US,In Cart Upsell - Professional plan: 2020-10-18 - 2020-11-17,App sale – 30-day subscription,39.0,7.8,31.2,gid://shopify/AppSubscription/3072983087
2020-11-06 08:06:47 UTC,,,"November  1, 2020 - November 15, 2020",KitBrix,kitbrix-global.myshopify.com,james@kitbrix.com,GB,Shopify plan,App sale – usage,29.99,6.0,23.99,gid://shopify/AppUsageRecord/45456903
2020-11-06 08:06:22 UTC,2020-11-06 00:00:00 UTC,2020-12-06 00:00:00 UTC,"November  1, 2020 - November 15, 2020",Craft&Ride,craftandride.myshopify.com,info@craftandride.com,US,In Cart Upsell - Beginner plan,App sale – 30-day subscription,14.0,2.8,11.2,gid://shopify/AppSubscription/10456104983
2020-11-06 08:06:19 UTC,2020-10-11 00:00:00 UTC,2020-11-10 00:00:00 UTC,"November  1, 2020 - November 15, 2020",Mudpuppy,mudpuppy-kids.myshopify.com,social@galison.com,US,In Cart Upsell - Professional plan: 2020-10-11 - 2020-11-10,App sale – 30-day subscription,49.99,10.0,39.99,gid://shopify/AppSubscription/12901843032
2020-11-06 08:06:12 UTC,,,"November  1, 2020 - November 15, 2020",Orange Bison,orange-bison.myshopify.com,support@orangebison.co,US,Shopify plan,App sale – usage,29.99,6.0,23.99,gid://shopify/AppUsageRecord/44669333
2020-11-06 08:05:56 UTC,,,"November  1, 2020 - November 15, 2020",DailyPuzzles,dailypuzzles.myshopify.com,help@dailypuzzles.com.au,AU,Advanced Shopify plan,App sale – usage,59.99,12.0,47.99,gid://shopify/AppUsageRecord/44264483
2020-11-06 08:05:38 UTC,,,"November  1, 2020 - November 15, 2020",Kindra,pepperandwits.myshopify.com,austin@ourkindra.com,US,Advanced Shopify plan,App sale – usage,59.99,12.0,47.99,gid://shopify/AppUsageRecord/47041065
2020-11-06 08:05:33 UTC,2020-10-28 00:00:00 UTC,2020-11-27 00:00:00 UTC,"November  1, 2020 - November 15, 2020",Karst,karst-stonepaper.myshopify.com,kevin@karststonepaper.com,AU,In Cart Upsell - Beginner plan: 2020-10-28 - 2020-11-27,App sale – 30-day subscription,14.0,2.8,11.2,gid://shopify/AppSubscription/6243418201
2020-11-06 08:05:03 UTC,2020-10-12 00:00:00 UTC,2020-11-11 00:00:00 UTC,"November  1, 2020 - November 15, 2020",United Bracelets,united-bracelets.myshopify.com,hello@unitedbracelets.com.au,AU,In Cart Upsell - Beginner plan: 2020-10-12 - 2020-11-11,App sale – 30-day subscription,14.0,2.8,11.2,gid://shopify/AppSubscription/1201438811
2020-11-06 08:04:14 UTC,2020-10-13 00:00:00 UTC,2020-11-12 00:00:00 UTC,"November  1, 2020 - November 15, 2020",Coffee Capsules 2U NZ,simply-coffee-capsules.myshopify.com,pcole@simplycoffee.co.nz,NZ,In Cart Upsell - Beginner plan: 2020-10-13 - 2020-11-12,App sale – 30-day subscription,14.0,2.8,11.2,gid://shopify/AppSubscription/4710989921
2020-11-06 08:03:54 UTC,2020-10-20 00:00:00 UTC,2020-11-19 00:00:00 UTC,"November  1, 2020 - November 15, 2020",Wander Wallets,wander-wallets.myshopify.com,rachel@wanderwallets.com,US,In Cart Upsell - Beginner plan: 2020-10-20 - 2020-11-19,App sale – 30-day subscription,14.0,2.8,11.2,gid://shopify/AppSubscription/3664838765
2020-11-06 08:03:51 UTC,2020-10-28 00:00:00 UTC,2020-11-27 00:00:00 UTC,"November  1, 2020 - November 15, 2020",Zen Hanger,zen-hanger.myshopify.com,sales@zenhanger.com,US,In Cart Upsell - Professional plan: 2020-10-28 - 2020-11-27,App sale – 30-day subscription,49.99,10.0,39.99,gid://shopify/AppSubscription/12340822129
2020-11-06 08:03:21 UTC,2020-10-29 00:00:00 UTC,2020-11-28 00:00:00 UTC,"November  1, 2020 - November 15, 2020",Violet Microphones,violet-mics.myshopify.com,andris@jzmic.com,LV,In Cart Upsell - Beginner plan: 2020-10-29 - 2020-11-28,App sale – 30-day subscription,14.0,2.8,11.2,gid://shopify/AppSubscription/484081692
2020-11-06 08:02:21 UTC,,,"November  1, 2020 - November 15, 2020",The Miranda Shop ,mhartshop.myshopify.com,online@themerchstore.co.uk,GB,Shopify plan,App sale – usage,29.99,6.0,23.99,gid://shopify/AppUsageRecord/47385243
2020-11-06 07:44:17 UTC,,,"November  1, 2020 - November 15, 2020",SONH Gear,sonh-gear.myshopify.com,jason@symbolpromo.com,US,Basic Shopify plan,App sale – usage,19.99,4.0,15.99,gid://shopify/AppUsageRecord/44264491
2020-11-06 07:44:17 UTC,,,"November  1, 2020 - November 15, 2020",Patrioticmerch,patrioticmerch.myshopify.com,info@patrioticmerch.store,SE,Basic Shopify plan,App sale – usage,19.99,4.0,15.99,gid://shopify/AppUsageRecord/45333433
2020-11-06 07:32:32 UTC,,,"November  1, 2020 - November 15, 2020",TooGlamy UK Store,tooglamy.myshopify.com,Contact@TooGlamy.Com,GB,Basic Shopify plan,App sale – usage,19.99,4.0,15.99,gid://shopify/AppUsageRecord/46792141
2020-11-06 07:32:12 UTC,,,"November  1, 2020 - November 15, 2020",OutdoorNEZ,viz-design.myshopify.com,info@OutdoorNEZ.com,HK,Basic Shopify plan,App sale – usage,19.99,4.0,15.99,gid://shopify/AppUsageRecord/44419481
2020-11-06 07:30:55 UTC,,,"November  1, 2020 - November 15, 2020",Brushtail,brushtail.myshopify.com,joy@brushtail.co.nz,NZ,Shopify plan,App sale – usage,29.99,6.0,23.99,gid://shopify/AppUsageRecord/44919777
2020-11-06 07:30:48 UTC,,,"November  1, 2020 - November 15, 2020",Beond,beond.myshopify.com,darren@wpnwear.com,AU,Basic Shopify plan,App sale – usage,19.99,4.0,15.99,gid://shopify/AppUsageRecord/44098161
2020-11-06 07:30:35 UTC,,,"November  1, 2020 - November 15, 2020",Teal Tale,tealtale.myshopify.com,swatecommerce@gmail.com,US,Basic Shopify plan,App sale – usage,19.99,4.0,15.99,gid://shopify/AppUsageRecord/46911907
2020-11-06 07:29:06 UTC,,,"November  1, 2020 - November 15, 2020",AmarooAus,amarooaus.myshopify.com,danny@amarooaus.com,AU,Basic Shopify plan,App sale – usage,19.99,4.0,15.99,gid://shopify/AppUsageRecord/45561677
2020-11-06 07:29:06 UTC,2020-10-14 00:00:00 UTC,2020-11-13 00:00:00 UTC,"November  1, 2020 - November 15, 2020",Right Care Stuff,right-care-stuff.myshopify.com,customers@rightcarestuff.com,US,In Cart Upsell - Beginner plan: 2020-10-14 - 2020-11-13,App sale – 30-day subscription,19.99,4.0,15.99,gid://shopify/AppSubscription/15320711213
2020-11-06 07:29:02 UTC,,,"November  1, 2020 - November 15, 2020",The Mask Life. ,the-mask-life.myshopify.com,info@australianmasks.com.au,AU,Shopify plan,App sale – usage,29.99,6.0,23.99,gid://shopify/AppUsageRecord/45937277
2020-11-06 07:28:04 UTC,2020-10-21 00:00:00 UTC,2020-11-20 00:00:00 UTC,"November  1, 2020 - November 15, 2020",こども服ELMO,elmo2019.myshopify.com,elmo@getit.co.jp,JP,In Cart Upsell - Professional plan: 2020-10-21 - 2020-11-20,App sale – 30-day subscription,49.99,10.0,39.99,gid://shopify/AppSubscription/14147944579
2020-11-06 07:27:58 UTC,,,"November  1, 2020 - November 15, 2020",Cygne,shinny-brand.myshopify.com,cygnemarque@gmail.com,ES,Shopify plan,App sale – usage,29.99,6.0,23.99,gid://shopify/AppUsageRecord/44804809
2020-11-06 07:27:41 UTC,,,"November  1, 2020 - November 15, 2020",Gadgelina,gadgelina.myshopify.com,ulmannues@gmail.com,CH,Shopify plan,App sale – usage,29.99,6.0,23.99,gid://shopify/AppUsageRecord/46067015
2020-11-06 07:27:20 UTC,,,"November  1, 2020 - November 15, 2020",Eco Totz,eco-totz.myshopify.com,Lweat321@gmail.com,US,Shopify plan,App sale – usage,29.99,6.0,23.99,gid://shopify/AppUsageRecord/44557225
2020-11-06 07:27:15 UTC,2020-11-05 00:00:00 UTC,2020-12-05 00:00:00 UTC,"November  1, 2020 - November 15, 2020",Levo Store UK,levostore-co-uk.myshopify.com,ben@seriousreaders.com,GB,In Cart Upsell - Beginner plan,App sale – 30-day subscription,14.0,2.8,11.2,gid://shopify/AppSubscription/11567693877
2020-11-06 07:26:27 UTC,2020-10-17 00:00:00 UTC,2020-11-16 00:00:00 UTC,"November  1, 2020 - November 15, 2020",Freedom Gym,nano-shield.myshopify.com,benjamin.v.damme@gmail.com,BE,In Cart Upsell - Beginner plan: 2020-10-17 - 2020-11-16,App sale – 30-day subscription,14.0,2.8,11.2,gid://shopify/AppSubscription/12184748109
2020-11-06 07:25:18 UTC,2020-10-22 00:00:00 UTC,2020-11-21 00:00:00 UTC,"November  1, 2020 - November 15, 2020",Jasper Organics ,jasper-organics.myshopify.com,ryan@jasperorganics.com,US,In Cart Upsell - Beginner plan: 2020-10-22 - 2020-11-21,App sale – 30-day subscription,14.0,2.8,11.2,gid://shopify/AppSubscription/11450187857
2020-11-06 07:12:54 UTC,2020-11-05 00:00:00 UTC,2020-12-05 00:00:00 UTC,"November  1, 2020 - November 15, 2020",mini™ HD Movie Projector,tinyprojector.myshopify.com,tinyprojector@gmail.com,US,In Cart Upsell - Beginner plan,App sale – 30-day subscription,14.0,2.8,11.2,gid://shopify/AppSubscription/5264343086
2020-11-06 07:12:26 UTC,2020-11-05 00:00:00 UTC,2020-12-05 00:00:00 UTC,"November  1, 2020 - November 15, 2020",LugGo.,luggo-uk.myshopify.com,shopify@luggo.co.uk,GB,In Cart Upsell - Beginner plan,App sale – 30-day subscription,14.0,2.8,11.2,gid://shopify/AppSubscription/3163586612
2020-11-06 07:12:04 UTC,2020-10-30 00:00:00 UTC,2020-11-29 00:00:00 UTC,"November  1, 2020 - November 15, 2020",Lily & Him,hey-lola-store.myshopify.com,carolineshearer88@gmail.com,GB,In Cart Upsell - Beginner plan: 2020-10-30 - 2020-11-29,App sale – 30-day subscription,14.0,2.8,11.2,gid://shopify/AppSubscription/11983454257
2020-11-06 07:11:48 UTC,2020-11-03 00:00:00 UTC,2020-12-03 00:00:00 UTC,"November  1, 2020 - November 15, 2020",Barkly,facebulb.myshopify.com,Barklyshopint@gmail.com,US,In Cart Upsell - Beginner plan: 2020-11-03 - 2020-12-03,App sale – 30-day subscription,14.0,2.8,11.2,gid://shopify/AppSubscription/10311303235
2020-11-06 07:11:47 UTC,2020-11-04 00:00:00 UTC,2020-12-04 00:00:00 UTC,"November  1, 2020 - November 15, 2020",Desplastifícate,desplastificate.myshopify.com,ayuda@desplastificate.com.mx,MX,In Cart Upsell - Beginner plan,App sale – 30-day subscription,14.0,2.8,11.2,gid://shopify/AppSubscription/10326540399
2020-11-06 07:11:22 UTC,2020-10-17 00:00:00 UTC,2020-11-16 00:00:00 UTC,"November  1, 2020 - November 15, 2020",Coolina,coolina.myshopify.com,infocoolina@gmail.com,US,In Cart Upsell - Beginner plan: 2020-10-17 - 2020-11-16,App sale – 30-day subscription,14.0,2.8,11.2,gid://shopify/AppSubscription/4810670163
2020-11-06 07:11:22 UTC,,,"November  1, 2020 - November 15, 2020",DoggyBathroom - The Best Dog Litter Box with Vertical Pee Pads,doggybathroom.myshopify.com,info@doggybathroom.com,CA,Shopify plan,App sale – usage,29.99,6.0,23.99,gid://shopify/AppUsageRecord/44098199
2020-11-06 07:11:15 UTC,,,"November  1, 2020 - November 15, 2020",Mandala Scrubs,lotus-scrubs.myshopify.com,hey@wearmandala.com,US,Shopify Plus plan,App sale – usage,99.99,20.0,79.99,gid://shopify/AppUsageRecord/43948043
2020-11-06 07:11:15 UTC,,,"November  1, 2020 - November 15, 2020",Mandala Scrubs,lotus-scrubs.myshopify.com,hey@wearmandala.com,US,Shopify Plus plan,App sale – usage,99.99,20.0,79.99,gid://shopify/AppUsageRecord/47767645
2020-11-06 07:10:39 UTC,,,"November  1, 2020 - November 15, 2020",Infinity Collection,infinitycollections.myshopify.com,ktamas@infinity-collection.com,US,Basic Shopify plan,App sale – usage,19.99,4.0,15.99,gid://shopify/AppUsageRecord/45561465
2020-11-06 07:10:29 UTC,,,"November  1, 2020 - November 15, 2020",Ryusei,ryusei-indonesia.myshopify.com,aris@ryusei.co.id,ID,Basic Shopify plan,App sale – usage,19.99,4.0,15.99,gid://shopify/AppUsageRecord/47257361
2020-11-06 07:08:41 UTC,,,"November  1, 2020 - November 15, 2020",Player One Coffee,player-one-coffee.myshopify.com,zack@playeronecoffee.com,US,Advanced Shopify plan,App sale – usage,59.99,12.0,47.99,gid://shopify/AppUsageRecord/45561761
2020-11-06 07:08:32 UTC,,,"November  1, 2020 - November 15, 2020",Manna Hydration,manna-shop.myshopify.com,rich@corehome.com,US,Advanced Shopify plan,App sale – usage,59.99,12.0,47.99,gid://shopify/AppUsageRecord/45937033
2020-11-06 07:06:59 UTC,2020-10-07 00:00:00 UTC,2020-11-06 00:00:00 UTC,"November  1, 2020 - November 15, 2020",ABOUTTIME,try-about-time.myshopify.com,abouttime@sdcnutrition.com,US,In Cart Upsell - Beginner plan: 2020-10-07 - 2020-11-06,App sale – 30-day subscription,14.0,2.8,11.2,gid://shopify/AppSubscription/10325196865
2020-11-06 07:06:20 UTC,,,"November  1, 2020 - November 15, 2020",Offroad Living,offroad-living.myshopify.com,contact@offroadliving.com.au,AU,Basic Shopify plan,App sale – usage,19.99,4.0,15.99,gid://shopify/AppUsageRecord/47151591
2020-11-06 07:05:48 UTC,,,"November  1, 2020 - November 15, 2020",Codex Anatomicus,codex-anatomicus.myshopify.com,info@codexanatomy.com,GB,Shopify plan,App sale – usage,29.99,6.0,23.99,gid://shopify/AppUsageRecord/44805037
2020-11-06 07:04:45 UTC,2020-10-30 00:00:00 UTC,2020-11-29 00:00:00 UTC,"November  1, 2020 - November 15, 2020",BIGBoyz.club,bigboyz-club.myshopify.com,admin@bigboyz.club,AU,In Cart Upsell - Beginner plan: 2020-10-30 - 2020-11-29,App sale – 30-day subscription,14.0,2.8,11.2,gid://shopify/AppSubscription/2746810403
2020-11-06 07:04:21 UTC,2020-10-31 00:00:00 UTC,2020-11-30 00:00:00 UTC,"November  1, 2020 - November 15, 2020",Carolina Gym Supply,carolina-gym-supply-corp.myshopify.com,info@carolinagym.com,US,In Cart Upsell - Beginner plan: 2020-10-31 - 2020-11-30,App sale – 30-day subscription,14.0,2.8,11.2,gid://shopify/AppSubscription/4033183821
2020-11-06 07:01:43 UTC,,,"November  1, 2020 - November 15, 2020",MG Laser,kinglaser.myshopify.com,charlieking@mglaser.com,US,Basic Shopify plan,App sale – usage,19.99,4.0,15.99,gid://shopify/AppUsageRecord/44419571
2020-11-06 03:48:04 UTC,,,"November  1, 2020 - November 15, 2020",Doji Natural Products,doji-natural-products.myshopify.com,info@dojinatural.com,US,Shopify plan,App sale – usage,29.99,6.0,23.99,gid://shopify/AppUsageRecord/47385411
